RUN	NonFunctional.NFTDefinitionLayer.apiSimulation	apisimulation	1603236800562	 	3.0.2
USER	Positive: Fetch 10 pokemon characters and validate the schema	221	END	1603236822753	1603236823208
USER	Positive: Fetch 10 pokemon characters and validate the schema	226	START	1603236823253	1603236823253
REQUEST	222		GET /api/v2/pokemon/	1603236822870	1603236823315	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	222	END	1603236822853	1603236823315
USER	Positive: Fetch 10 pokemon characters and validate the schema	227	START	1603236823353	1603236823353
REQUEST	223		GET /api/v2/pokemon/	1603236822965	1603236823410	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	223	END	1603236822955	1603236823410
USER	Positive: Fetch 10 pokemon characters and validate the schema	228	START	1603236823454	1603236823454
REQUEST	224		GET /api/v2/pokemon/	1603236823067	1603236823506	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	224	END	1603236823053	1603236823507
USER	Positive: Fetch 10 pokemon characters and validate the schema	229	START	1603236823555	1603236823555
REQUEST	225		GET /api/v2/pokemon/	1603236823166	1603236823620	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	225	END	1603236823154	1603236823622
USER	Positive: Fetch 10 pokemon characters and validate the schema	230	START	1603236823653	1603236823653
REQUEST	226		GET /api/v2/pokemon/	1603236823271	1603236823718	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	226	END	1603236823253	1603236823719
USER	Positive: Fetch 10 pokemon characters and validate the schema	231	START	1603236823755	1603236823755
REQUEST	227		GET /api/v2/pokemon/	1603236823363	1603236823809	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	227	END	1603236823353	1603236823810
USER	Positive: Fetch 10 pokemon characters and validate the schema	232	START	1603236823852	1603236823852
REQUEST	228		GET /api/v2/pokemon/	1603236823470	1603236823923	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	228	END	1603236823454	1603236823924
USER	Positive: Fetch 10 pokemon characters and validate the schema	233	START	1603236823955	1603236823955
REQUEST	229		GET /api/v2/pokemon/	1603236823565	1603236824002	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	229	END	1603236823555	1603236824004
USER	Positive: Fetch 10 pokemon characters and validate the schema	234	START	1603236824054	1603236824054
REQUEST	230		GET /api/v2/pokemon/	1603236823663	1603236824101	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	230	END	1603236823653	1603236824102
USER	Positive: Fetch 10 pokemon characters and validate the schema	235	START	1603236824154	1603236824154
REQUEST	231		GET /api/v2/pokemon/	1603236823763	1603236824201	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	231	END	1603236823755	1603236824204
USER	Positive: Fetch 10 pokemon characters and validate the schema	236	START	1603236824253	1603236824253
REQUEST	232		GET /api/v2/pokemon/	1603236823865	1603236824306	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	232	END	1603236823852	1603236824306
USER	Positive: Fetch 10 pokemon characters and validate the schema	237	START	1603236824352	1603236824352
REQUEST	233		GET /api/v2/pokemon/	1603236823963	1603236824435	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	233	END	1603236823955	1603236824437
USER	Positive: Fetch 10 pokemon characters and validate the schema	238	START	1603236824453	1603236824453
REQUEST	234		GET /api/v2/pokemon/	1603236824072	1603236824512	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	234	END	1603236824054	1603236824514
USER	Positive: Fetch 10 pokemon characters and validate the schema	239	START	1603236824553	1603236824553
REQUEST	235		GET /api/v2/pokemon/	1603236824166	1603236824610	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	235	END	1603236824154	1603236824611
USER	Positive: Fetch 10 pokemon characters and validate the schema	240	START	1603236824654	1603236824654
REQUEST	236		GET /api/v2/pokemon/	1603236824266	1603236824703	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	236	END	1603236824253	1603236824705
USER	Positive: Fetch 10 pokemon characters and validate the schema	241	START	1603236824754	1603236824754
REQUEST	237		GET /api/v2/pokemon/	1603236824362	1603236824798	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	237	END	1603236824352	1603236824799
USER	Positive: Fetch 10 pokemon characters and validate the schema	242	START	1603236824853	1603236824853
REQUEST	238		GET /api/v2/pokemon/	1603236824465	1603236824908	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	238	END	1603236824453	1603236824909
USER	Positive: Fetch 10 pokemon characters and validate the schema	243	START	1603236824953	1603236824953
REQUEST	239		GET /api/v2/pokemon/	1603236824562	1603236825006	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	239	END	1603236824553	1603236825007
USER	Positive: Fetch 10 pokemon characters and validate the schema	244	START	1603236825052	1603236825052
REQUEST	240		GET /api/v2/pokemon/	1603236824663	1603236825100	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	240	END	1603236824654	1603236825101
USER	Positive: Fetch 10 pokemon characters and validate the schema	245	START	1603236825153	1603236825153
REQUEST	241		GET /api/v2/pokemon/	1603236824764	1603236825203	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	241	END	1603236824754	1603236825205
USER	Positive: Fetch 10 pokemon characters and validate the schema	246	START	1603236825254	1603236825254
REQUEST	242		GET /api/v2/pokemon/	1603236824867	1603236825304	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	242	END	1603236824853	1603236825309
USER	Positive: Fetch 10 pokemon characters and validate the schema	247	START	1603236825354	1603236825354
REQUEST	243		GET /api/v2/pokemon/	1603236824964	1603236825404	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	243	END	1603236824953	1603236825406
USER	Positive: Fetch 10 pokemon characters and validate the schema	248	START	1603236825455	1603236825455
REQUEST	244		GET /api/v2/pokemon/	1603236825061	1603236825505	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	244	END	1603236825052	1603236825505
USER	Positive: Fetch 10 pokemon characters and validate the schema	249	START	1603236825554	1603236825554
REQUEST	245		GET /api/v2/pokemon/	1603236825166	1603236825613	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	245	END	1603236825153	1603236825618
USER	Positive: Fetch 10 pokemon characters and validate the schema	250	START	1603236825653	1603236825653
REQUEST	246		GET /api/v2/pokemon/	1603236825266	1603236825721	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	246	END	1603236825254	1603236825722
USER	Positive: Fetch 10 pokemon characters and validate the schema	251	START	1603236825754	1603236825754
REQUEST	247		GET /api/v2/pokemon/	1603236825367	1603236825831	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	247	END	1603236825354	1603236825835
USER	Positive: Fetch 10 pokemon characters and validate the schema	252	START	1603236825854	1603236825854
REQUEST	248		GET /api/v2/pokemon/	1603236825472	1603236825929	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	248	END	1603236825455	1603236825931
USER	Positive: Fetch 10 pokemon characters and validate the schema	253	START	1603236825955	1603236825955
REQUEST	249		GET /api/v2/pokemon/	1603236825563	1603236826023	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	249	END	1603236825554	1603236826024
USER	Positive: Fetch 10 pokemon characters and validate the schema	254	START	1603236826053	1603236826053
REQUEST	250		GET /api/v2/pokemon/	1603236825664	1603236826130	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	250	END	1603236825653	1603236826131
USER	Positive: Fetch 10 pokemon characters and validate the schema	255	START	1603236826153	1603236826153
REQUEST	251		GET /api/v2/pokemon/	1603236825768	1603236826204	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	251	END	1603236825754	1603236826205
USER	Positive: Fetch 10 pokemon characters and validate the schema	256	START	1603236826253	1603236826253
REQUEST	252		GET /api/v2/pokemon/	1603236825865	1603236826311	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	252	END	1603236825854	1603236826312
USER	Positive: Fetch 10 pokemon characters and validate the schema	257	START	1603236826354	1603236826354
REQUEST	253		GET /api/v2/pokemon/	1603236825966	1603236826409	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	253	END	1603236825955	1603236826410
USER	Positive: Fetch 10 pokemon characters and validate the schema	258	START	1603236826455	1603236826455
REQUEST	254		GET /api/v2/pokemon/	1603236826064	1603236826513	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	254	END	1603236826053	1603236826513
USER	Positive: Fetch 10 pokemon characters and validate the schema	259	START	1603236826555	1603236826555
REQUEST	255		GET /api/v2/pokemon/	1603236826166	1603236826618	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	255	END	1603236826153	1603236826618
USER	Positive: Fetch 10 pokemon characters and validate the schema	260	START	1603236826655	1603236826655
REQUEST	256		GET /api/v2/pokemon/	1603236826267	1603236826706	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	256	END	1603236826253	1603236826708
USER	Positive: Fetch 10 pokemon characters and validate the schema	261	START	1603236826754	1603236826754
REQUEST	257		GET /api/v2/pokemon/	1603236826366	1603236826807	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	257	END	1603236826354	1603236826809
USER	Positive: Fetch 10 pokemon characters and validate the schema	262	START	1603236826853	1603236826853
REQUEST	258		GET /api/v2/pokemon/	1603236826468	1603236826908	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	258	END	1603236826455	1603236826910
USER	Positive: Fetch 10 pokemon characters and validate the schema	263	START	1603236826954	1603236826954
REQUEST	259		GET /api/v2/pokemon/	1603236826566	1603236827004	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	259	END	1603236826555	1603236827006
USER	Positive: Fetch 10 pokemon characters and validate the schema	264	START	1603236827054	1603236827054
REQUEST	260		GET /api/v2/pokemon/	1603236826667	1603236827111	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	260	END	1603236826655	1603236827113
USER	Positive: Fetch 10 pokemon characters and validate the schema	265	START	1603236827153	1603236827153
REQUEST	261		GET /api/v2/pokemon/	1603236826767	1603236827208	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	261	END	1603236826754	1603236827210
USER	Positive: Fetch 10 pokemon characters and validate the schema	266	START	1603236827254	1603236827254
REQUEST	262		GET /api/v2/pokemon/	1603236826865	1603236827321	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	262	END	1603236826853	1603236827321
USER	Positive: Fetch 10 pokemon characters and validate the schema	267	START	1603236827354	1603236827354
REQUEST	263		GET /api/v2/pokemon/	1603236826966	1603236827410	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	263	END	1603236826954	1603236827411
USER	Positive: Fetch 10 pokemon characters and validate the schema	268	START	1603236827455	1603236827455
REQUEST	264		GET /api/v2/pokemon/	1603236827066	1603236827524	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	264	END	1603236827054	1603236827525
USER	Positive: Fetch 10 pokemon characters and validate the schema	269	START	1603236827553	1603236827553
REQUEST	265		GET /api/v2/pokemon/	1603236827163	1603236827627	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	265	END	1603236827153	1603236827628
USER	Positive: Fetch 10 pokemon characters and validate the schema	270	START	1603236827654	1603236827654
REQUEST	266		GET /api/v2/pokemon/	1603236827265	1603236827713	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	266	END	1603236827254	1603236827714
USER	Positive: Fetch 10 pokemon characters and validate the schema	271	START	1603236827753	1603236827753
REQUEST	267		GET /api/v2/pokemon/	1603236827365	1603236827800	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	267	END	1603236827354	1603236827804
USER	Positive: Fetch 10 pokemon characters and validate the schema	272	START	1603236827855	1603236827855
REQUEST	268		GET /api/v2/pokemon/	1603236827466	1603236827906	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	268	END	1603236827455	1603236827910
USER	Positive: Fetch 10 pokemon characters and validate the schema	273	START	1603236827955	1603236827955
REQUEST	269		GET /api/v2/pokemon/	1603236827567	1603236828009	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	269	END	1603236827553	1603236828011
USER	Positive: Fetch 10 pokemon characters and validate the schema	274	START	1603236828054	1603236828054
REQUEST	270		GET /api/v2/pokemon/	1603236827666	1603236828108	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	270	END	1603236827654	1603236828111
USER	Positive: Fetch 10 pokemon characters and validate the schema	275	START	1603236828154	1603236828154
REQUEST	271		GET /api/v2/pokemon/	1603236827764	1603236828213	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	271	END	1603236827753	1603236828213
USER	Positive: Fetch 10 pokemon characters and validate the schema	276	START	1603236828252	1603236828252
REQUEST	272		GET /api/v2/pokemon/	1603236827866	1603236828312	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	272	END	1603236827855	1603236828313
USER	Positive: Fetch 10 pokemon characters and validate the schema	277	START	1603236828352	1603236828352
REQUEST	273		GET /api/v2/pokemon/	1603236827966	1603236828414	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	273	END	1603236827955	1603236828420
USER	Positive: Fetch 10 pokemon characters and validate the schema	278	START	1603236828453	1603236828453
REQUEST	274		GET /api/v2/pokemon/	1603236828066	1603236828504	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	274	END	1603236828054	1603236828505
USER	Positive: Fetch 10 pokemon characters and validate the schema	279	START	1603236828554	1603236828554
REQUEST	275		GET /api/v2/pokemon/	1603236828165	1603236828642	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	275	END	1603236828154	1603236828643
USER	Positive: Fetch 10 pokemon characters and validate the schema	280	START	1603236828653	1603236828653
REQUEST	276		GET /api/v2/pokemon/	1603236828261	1603236828740	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	276	END	1603236828252	1603236828744
USER	Positive: Fetch 10 pokemon characters and validate the schema	281	START	1603236828755	1603236828755
REQUEST	277		GET /api/v2/pokemon/	1603236828362	1603236828816	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	277	END	1603236828352	1603236828818
USER	Positive: Fetch 10 pokemon characters and validate the schema	282	START	1603236828853	1603236828853
USER	Positive: Fetch 10 pokemon characters and validate the schema	283	START	1603236828953	1603236828953
REQUEST	278		GET /api/v2/pokemon/	1603236828464	1603236828962	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	278	END	1603236828453	1603236828963
REQUEST	279		GET /api/v2/pokemon/	1603236828564	1603236829016	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	279	END	1603236828554	1603236829017
USER	Positive: Fetch 10 pokemon characters and validate the schema	284	START	1603236829055	1603236829055
REQUEST	280		GET /api/v2/pokemon/	1603236828662	1603236829127	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	280	END	1603236828653	1603236829127
USER	Positive: Fetch 10 pokemon characters and validate the schema	285	START	1603236829153	1603236829153
REQUEST	281		GET /api/v2/pokemon/	1603236828764	1603236829207	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	281	END	1603236828755	1603236829209
USER	Positive: Fetch 10 pokemon characters and validate the schema	286	START	1603236829254	1603236829254
REQUEST	282		GET /api/v2/pokemon/	1603236828869	1603236829303	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	282	END	1603236828853	1603236829305
USER	Positive: Fetch 10 pokemon characters and validate the schema	287	START	1603236829352	1603236829352
REQUEST	283		GET /api/v2/pokemon/	1603236828962	1603236829402	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	283	END	1603236828953	1603236829403
USER	Positive: Fetch 10 pokemon characters and validate the schema	288	START	1603236829452	1603236829452
REQUEST	284		GET /api/v2/pokemon/	1603236829065	1603236829507	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	284	END	1603236829055	1603236829507
USER	Positive: Fetch 10 pokemon characters and validate the schema	289	START	1603236829553	1603236829553
REQUEST	285		GET /api/v2/pokemon/	1603236829164	1603236829606	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	285	END	1603236829153	1603236829607
USER	Positive: Fetch 10 pokemon characters and validate the schema	290	START	1603236829654	1603236829654
REQUEST	286		GET /api/v2/pokemon/	1603236829264	1603236829704	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	286	END	1603236829254	1603236829705
USER	Positive: Fetch 10 pokemon characters and validate the schema	291	START	1603236829754	1603236829754
REQUEST	287		GET /api/v2/pokemon/	1603236829363	1603236829811	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	287	END	1603236829352	1603236829811
USER	Positive: Fetch 10 pokemon characters and validate the schema	292	START	1603236829853	1603236829853
REQUEST	288		GET /api/v2/pokemon/	1603236829464	1603236829913	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	288	END	1603236829452	1603236829914
USER	Positive: Fetch 10 pokemon characters and validate the schema	293	START	1603236829954	1603236829954
REQUEST	289		GET /api/v2/pokemon/	1603236829563	1603236830012	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	289	END	1603236829553	1603236830013
USER	Positive: Fetch 10 pokemon characters and validate the schema	294	START	1603236830054	1603236830054
REQUEST	290		GET /api/v2/pokemon/	1603236829667	1603236830118	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	290	END	1603236829654	1603236830119
USER	Positive: Fetch 10 pokemon characters and validate the schema	295	START	1603236830153	1603236830153
REQUEST	291		GET /api/v2/pokemon/	1603236829769	1603236830216	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	291	END	1603236829754	1603236830217
USER	Positive: Fetch 10 pokemon characters and validate the schema	296	START	1603236830254	1603236830254
REQUEST	292		GET /api/v2/pokemon/	1603236829864	1603236830303	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	292	END	1603236829853	1603236830304
USER	Positive: Fetch 10 pokemon characters and validate the schema	297	START	1603236830353	1603236830353
REQUEST	293		GET /api/v2/pokemon/	1603236829966	1603236830421	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	293	END	1603236829954	1603236830422
USER	Positive: Fetch 10 pokemon characters and validate the schema	298	START	1603236830454	1603236830454
REQUEST	294		GET /api/v2/pokemon/	1603236830065	1603236830506	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	294	END	1603236830054	1603236830508
USER	Positive: Fetch 10 pokemon characters and validate the schema	299	START	1603236830554	1603236830554
REQUEST	295		GET /api/v2/pokemon/	1603236830169	1603236830608	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	295	END	1603236830153	1603236830608
USER	Positive: Fetch 10 pokemon characters and validate the schema	300	START	1603236830652	1603236830652
REQUEST	296		GET /api/v2/pokemon/	1603236830266	1603236830711	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	296	END	1603236830254	1603236830712
USER	Positive: Fetch 10 pokemon characters and validate the schema	301	START	1603236830754	1603236830754
REQUEST	297		GET /api/v2/pokemon/	1603236830364	1603236830803	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	297	END	1603236830353	1603236830803
USER	Positive: Fetch 10 pokemon characters and validate the schema	302	START	1603236830852	1603236830852
REQUEST	298		GET /api/v2/pokemon/	1603236830465	1603236830907	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	298	END	1603236830454	1603236830908
USER	Positive: Fetch 10 pokemon characters and validate the schema	303	START	1603236830954	1603236830954
REQUEST	299		GET /api/v2/pokemon/	1603236830567	1603236831011	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	299	END	1603236830554	1603236831013
USER	Positive: Fetch 10 pokemon characters and validate the schema	304	START	1603236831053	1603236831053
REQUEST	300		GET /api/v2/pokemon/	1603236830663	1603236831105	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	300	END	1603236830652	1603236831107
USER	Positive: Fetch 10 pokemon characters and validate the schema	305	START	1603236831155	1603236831155
REQUEST	301		GET /api/v2/pokemon/	1603236830767	1603236831206	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	301	END	1603236830754	1603236831207
USER	Positive: Fetch 10 pokemon characters and validate the schema	306	START	1603236831253	1603236831253
REQUEST	302		GET /api/v2/pokemon/	1603236830865	1603236831302	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	302	END	1603236830852	1603236831302
USER	Positive: Fetch 10 pokemon characters and validate the schema	307	START	1603236831353	1603236831353
REQUEST	303		GET /api/v2/pokemon/	1603236830962	1603236831406	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	303	END	1603236830954	1603236831408
USER	Positive: Fetch 10 pokemon characters and validate the schema	308	START	1603236831453	1603236831453
REQUEST	304		GET /api/v2/pokemon/	1603236831065	1603236831506	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	304	END	1603236831053	1603236831506
USER	Positive: Fetch 10 pokemon characters and validate the schema	309	START	1603236831554	1603236831554
REQUEST	305		GET /api/v2/pokemon/	1603236831165	1603236831604	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	305	END	1603236831155	1603236831606
USER	Positive: Fetch 10 pokemon characters and validate the schema	310	START	1603236831653	1603236831653
REQUEST	306		GET /api/v2/pokemon/	1603236831263	1603236831705	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	306	END	1603236831253	1603236831706
USER	Positive: Fetch 10 pokemon characters and validate the schema	311	START	1603236831753	1603236831753
REQUEST	307		GET /api/v2/pokemon/	1603236831364	1603236831811	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	307	END	1603236831353	1603236831812
USER	Positive: Fetch 10 pokemon characters and validate the schema	312	START	1603236831853	1603236831853
REQUEST	308		GET /api/v2/pokemon/	1603236831465	1603236831914	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	308	END	1603236831453	1603236831915
USER	Positive: Fetch 10 pokemon characters and validate the schema	313	START	1603236831953	1603236831953
REQUEST	309		GET /api/v2/pokemon/	1603236831564	1603236832012	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	309	END	1603236831554	1603236832014
USER	Positive: Fetch 10 pokemon characters and validate the schema	314	START	1603236832053	1603236832053
REQUEST	310		GET /api/v2/pokemon/	1603236831664	1603236832106	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	310	END	1603236831653	1603236832106
USER	Positive: Fetch 10 pokemon characters and validate the schema	315	START	1603236832153	1603236832153
REQUEST	311		GET /api/v2/pokemon/	1603236831765	1603236832204	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	311	END	1603236831753	1603236832207
USER	Positive: Fetch 10 pokemon characters and validate the schema	316	START	1603236832254	1603236832254
REQUEST	312		GET /api/v2/pokemon/	1603236831864	1603236832310	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	312	END	1603236831853	1603236832310
USER	Positive: Fetch 10 pokemon characters and validate the schema	317	START	1603236832355	1603236832355
REQUEST	313		GET /api/v2/pokemon/	1603236831964	1603236832413	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	313	END	1603236831953	1603236832423
USER	Positive: Fetch 10 pokemon characters and validate the schema	318	START	1603236832454	1603236832454
REQUEST	314		GET /api/v2/pokemon/	1603236832064	1603236832509	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	314	END	1603236832053	1603236832510
USER	Positive: Fetch 10 pokemon characters and validate the schema	319	START	1603236832555	1603236832555
REQUEST	315		GET /api/v2/pokemon/	1603236832164	1603236832607	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	315	END	1603236832153	1603236832608
USER	Positive: Fetch 10 pokemon characters and validate the schema	320	START	1603236832653	1603236832653
REQUEST	316		GET /api/v2/pokemon/	1603236832265	1603236832702	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	316	END	1603236832254	1603236832703
USER	Positive: Fetch 10 pokemon characters and validate the schema	321	START	1603236832752	1603236832752
REQUEST	317		GET /api/v2/pokemon/	1603236832366	1603236832805	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	317	END	1603236832355	1603236832807
USER	Positive: Fetch 10 pokemon characters and validate the schema	322	START	1603236832855	1603236832855
REQUEST	318		GET /api/v2/pokemon/	1603236832465	1603236832906	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	318	END	1603236832454	1603236832908
USER	Positive: Fetch 10 pokemon characters and validate the schema	323	START	1603236832952	1603236832952
REQUEST	319		GET /api/v2/pokemon/	1603236832567	1603236833011	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	319	END	1603236832555	1603236833012
USER	Positive: Fetch 10 pokemon characters and validate the schema	324	START	1603236833054	1603236833054
REQUEST	320		GET /api/v2/pokemon/	1603236832668	1603236833103	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	320	END	1603236832653	1603236833103
USER	Positive: Fetch 10 pokemon characters and validate the schema	325	START	1603236833153	1603236833153
USER	Positive: Fetch 10 pokemon characters and validate the schema	326	START	1603236833253	1603236833253
REQUEST	321		GET /api/v2/pokemon/	1603236832764	1603236833294	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	321	END	1603236832752	1603236833296
USER	Positive: Fetch 10 pokemon characters and validate the schema	327	START	1603236833354	1603236833354
REQUEST	322		GET /api/v2/pokemon/	1603236832867	1603236833444	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	322	END	1603236832855	1603236833446
REQUEST	323		GET /api/v2/pokemon/	1603236832974	1603236833451	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	323	END	1603236832952	1603236833451
USER	Positive: Fetch 10 pokemon characters and validate the schema	328	START	1603236833455	1603236833455
USER	Positive: Fetch 10 pokemon characters and validate the schema	329	START	1603236833556	1603236833556
REQUEST	324		GET /api/v2/pokemon/	1603236833069	1603236833584	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	324	END	1603236833054	1603236833584
REQUEST	325		GET /api/v2/pokemon/	1603236833164	1603236833611	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	325	END	1603236833153	1603236833612
USER	Positive: Fetch 10 pokemon characters and validate the schema	330	START	1603236833652	1603236833652
REQUEST	326		GET /api/v2/pokemon/	1603236833263	1603236833700	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	326	END	1603236833253	1603236833701
USER	Positive: Fetch 10 pokemon characters and validate the schema	331	START	1603236833753	1603236833753
REQUEST	327		GET /api/v2/pokemon/	1603236833365	1603236833810	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	327	END	1603236833354	1603236833809
USER	Positive: Fetch 10 pokemon characters and validate the schema	332	START	1603236833853	1603236833853
REQUEST	328		GET /api/v2/pokemon/	1603236833466	1603236833903	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	328	END	1603236833455	1603236833903
USER	Positive: Fetch 10 pokemon characters and validate the schema	333	START	1603236833955	1603236833955
REQUEST	329		GET /api/v2/pokemon/	1603236833566	1603236834009	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	329	END	1603236833556	1603236834010
USER	Positive: Fetch 10 pokemon characters and validate the schema	334	START	1603236834053	1603236834053
REQUEST	330		GET /api/v2/pokemon/	1603236833660	1603236834108	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	330	END	1603236833652	1603236834109
USER	Positive: Fetch 10 pokemon characters and validate the schema	335	START	1603236834153	1603236834153
REQUEST	331		GET /api/v2/pokemon/	1603236833763	1603236834211	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	331	END	1603236833753	1603236834212
USER	Positive: Fetch 10 pokemon characters and validate the schema	336	START	1603236834253	1603236834253
REQUEST	332		GET /api/v2/pokemon/	1603236833864	1603236834310	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	332	END	1603236833853	1603236834312
