RUN	NonFunctional.NFTDefinitionLayer.apiSimulation	apisimulation	1604625681696	 	3.0.2
USER	Positive: Fetch 10 pokemon characters and validate the schema	109	END	1604625692689	1604625692806
USER	Positive: Fetch 10 pokemon characters and validate the schema	111	START	1604625692888	1604625692888
REQUEST	110		GET /api/v2/pokemon/	1604625692802	1604625692901	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	110	END	1604625692789	1604625692903
USER	Positive: Fetch 10 pokemon characters and validate the schema	112	START	1604625692988	1604625692988
REQUEST	111		GET /api/v2/pokemon/	1604625692906	1604625693003	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	111	END	1604625692888	1604625693004
USER	Positive: Fetch 10 pokemon characters and validate the schema	113	START	1604625693086	1604625693086
REQUEST	112		GET /api/v2/pokemon/	1604625693007	1604625693102	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	112	END	1604625692988	1604625693103
USER	Positive: Fetch 10 pokemon characters and validate the schema	114	START	1604625693186	1604625693186
REQUEST	113		GET /api/v2/pokemon/	1604625693102	1604625693205	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	113	END	1604625693086	1604625693206
USER	Positive: Fetch 10 pokemon characters and validate the schema	115	START	1604625693287	1604625693287
REQUEST	114		GET /api/v2/pokemon/	1604625693203	1604625693306	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	114	END	1604625693186	1604625693307
USER	Positive: Fetch 10 pokemon characters and validate the schema	116	START	1604625693388	1604625693388
REQUEST	115		GET /api/v2/pokemon/	1604625693303	1604625693398	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	115	END	1604625693287	1604625693402
USER	Positive: Fetch 10 pokemon characters and validate the schema	117	START	1604625693487	1604625693487
REQUEST	116		GET /api/v2/pokemon/	1604625693409	1604625693503	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	116	END	1604625693388	1604625693504
USER	Positive: Fetch 10 pokemon characters and validate the schema	118	START	1604625693587	1604625693587
REQUEST	117		GET /api/v2/pokemon/	1604625693504	1604625693601	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	117	END	1604625693487	1604625693603
USER	Positive: Fetch 10 pokemon characters and validate the schema	119	START	1604625693687	1604625693687
REQUEST	118		GET /api/v2/pokemon/	1604625693601	1604625693695	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	118	END	1604625693587	1604625693696
USER	Positive: Fetch 10 pokemon characters and validate the schema	120	START	1604625693786	1604625693786
REQUEST	119		GET /api/v2/pokemon/	1604625693706	1604625693802	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	119	END	1604625693687	1604625693804
USER	Positive: Fetch 10 pokemon characters and validate the schema	121	START	1604625693887	1604625693887
REQUEST	120		GET /api/v2/pokemon/	1604625693803	1604625693895	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	120	END	1604625693786	1604625693896
USER	Positive: Fetch 10 pokemon characters and validate the schema	122	START	1604625693987	1604625693987
REQUEST	121		GET /api/v2/pokemon/	1604625693909	1604625694003	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	121	END	1604625693887	1604625694007
USER	Positive: Fetch 10 pokemon characters and validate the schema	123	START	1604625694089	1604625694089
REQUEST	122		GET /api/v2/pokemon/	1604625694008	1604625694111	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	122	END	1604625693987	1604625694113
USER	Positive: Fetch 10 pokemon characters and validate the schema	124	START	1604625694188	1604625694188
REQUEST	123		GET /api/v2/pokemon/	1604625694106	1604625694200	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	123	END	1604625694089	1604625694204
USER	Positive: Fetch 10 pokemon characters and validate the schema	125	START	1604625694289	1604625694289
REQUEST	124		GET /api/v2/pokemon/	1604625694210	1604625694303	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	124	END	1604625694188	1604625694304
USER	Positive: Fetch 10 pokemon characters and validate the schema	126	START	1604625694388	1604625694388
REQUEST	125		GET /api/v2/pokemon/	1604625694305	1604625694402	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	125	END	1604625694289	1604625694404
USER	Positive: Fetch 10 pokemon characters and validate the schema	127	START	1604625694487	1604625694487
REQUEST	126		GET /api/v2/pokemon/	1604625694407	1604625694507	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	126	END	1604625694388	1604625694509
USER	Positive: Fetch 10 pokemon characters and validate the schema	128	START	1604625694586	1604625694586
REQUEST	127		GET /api/v2/pokemon/	1604625694504	1604625694599	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	127	END	1604625694487	1604625694602
USER	Positive: Fetch 10 pokemon characters and validate the schema	129	START	1604625694686	1604625694686
REQUEST	128		GET /api/v2/pokemon/	1604625694611	1604625694720	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	128	END	1604625694586	1604625694722
USER	Positive: Fetch 10 pokemon characters and validate the schema	130	START	1604625694786	1604625694786
REQUEST	129		GET /api/v2/pokemon/	1604625694701	1604625694794	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	129	END	1604625694686	1604625694796
USER	Positive: Fetch 10 pokemon characters and validate the schema	131	START	1604625694887	1604625694887
REQUEST	130		GET /api/v2/pokemon/	1604625694797	1604625694886	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	130	END	1604625694786	1604625694893
USER	Positive: Fetch 10 pokemon characters and validate the schema	132	START	1604625694987	1604625694987
REQUEST	131		GET /api/v2/pokemon/	1604625694899	1604625694993	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	131	END	1604625694887	1604625694996
USER	Positive: Fetch 10 pokemon characters and validate the schema	133	START	1604625695086	1604625695086
REQUEST	132		GET /api/v2/pokemon/	1604625695006	1604625695100	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	132	END	1604625694987	1604625695100
USER	Positive: Fetch 10 pokemon characters and validate the schema	134	START	1604625695186	1604625695186
REQUEST	133		GET /api/v2/pokemon/	1604625695099	1604625695202	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	133	END	1604625695086	1604625695202
USER	Positive: Fetch 10 pokemon characters and validate the schema	135	START	1604625695289	1604625695289
REQUEST	134		GET /api/v2/pokemon/	1604625695196	1604625695295	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	134	END	1604625695186	1604625695296
USER	Positive: Fetch 10 pokemon characters and validate the schema	136	START	1604625695386	1604625695386
REQUEST	135		GET /api/v2/pokemon/	1604625695304	1604625695403	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	135	END	1604625695289	1604625695403
USER	Positive: Fetch 10 pokemon characters and validate the schema	137	START	1604625695488	1604625695488
REQUEST	136		GET /api/v2/pokemon/	1604625695399	1604625695496	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	136	END	1604625695386	1604625695497
USER	Positive: Fetch 10 pokemon characters and validate the schema	138	START	1604625695586	1604625695586
REQUEST	137		GET /api/v2/pokemon/	1604625695499	1604625695599	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	137	END	1604625695488	1604625695599
USER	Positive: Fetch 10 pokemon characters and validate the schema	139	START	1604625695686	1604625695686
REQUEST	138		GET /api/v2/pokemon/	1604625695599	1604625695701	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	138	END	1604625695586	1604625695701
USER	Positive: Fetch 10 pokemon characters and validate the schema	140	START	1604625695786	1604625695786
REQUEST	139		GET /api/v2/pokemon/	1604625695703	1604625695803	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	139	END	1604625695686	1604625695805
USER	Positive: Fetch 10 pokemon characters and validate the schema	141	START	1604625695887	1604625695887
REQUEST	140		GET /api/v2/pokemon/	1604625695795	1604625695919	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	140	END	1604625695786	1604625695922
USER	Positive: Fetch 10 pokemon characters and validate the schema	142	START	1604625695989	1604625695989
REQUEST	141		GET /api/v2/pokemon/	1604625695901	1604625696004	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	141	END	1604625695887	1604625696009
USER	Positive: Fetch 10 pokemon characters and validate the schema	143	START	1604625696087	1604625696087
REQUEST	142		GET /api/v2/pokemon/	1604625696005	1604625696111	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	142	END	1604625695989	1604625696112
REQUEST	143		GET /api/v2/pokemon/	1604625696100	1604625696190	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	143	END	1604625696087	1604625696191
USER	Positive: Fetch 10 pokemon characters and validate the schema	144	START	1604625696188	1604625696188
USER	Positive: Fetch 10 pokemon characters and validate the schema	145	START	1604625696287	1604625696287
REQUEST	144		GET /api/v2/pokemon/	1604625696198	1604625696301	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	144	END	1604625696188	1604625696317
USER	Positive: Fetch 10 pokemon characters and validate the schema	146	START	1604625696387	1604625696387
REQUEST	145		GET /api/v2/pokemon/	1604625696298	1604625696434	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	145	END	1604625696287	1604625696434
USER	Positive: Fetch 10 pokemon characters and validate the schema	147	START	1604625696488	1604625696488
REQUEST	146		GET /api/v2/pokemon/	1604625696400	1604625696505	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	146	END	1604625696387	1604625696505
USER	Positive: Fetch 10 pokemon characters and validate the schema	148	START	1604625696588	1604625696588
REQUEST	147		GET /api/v2/pokemon/	1604625696500	1604625696592	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	147	END	1604625696488	1604625696594
USER	Positive: Fetch 10 pokemon characters and validate the schema	149	START	1604625696688	1604625696688
REQUEST	148		GET /api/v2/pokemon/	1604625696606	1604625696704	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	148	END	1604625696588	1604625696704
USER	Positive: Fetch 10 pokemon characters and validate the schema	150	START	1604625696786	1604625696786
REQUEST	149		GET /api/v2/pokemon/	1604625696701	1604625696794	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	149	END	1604625696688	1604625696803
USER	Positive: Fetch 10 pokemon characters and validate the schema	151	START	1604625696888	1604625696888
REQUEST	150		GET /api/v2/pokemon/	1604625696809	1604625696937	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	150	END	1604625696786	1604625696938
USER	Positive: Fetch 10 pokemon characters and validate the schema	152	START	1604625696987	1604625696987
REQUEST	151		GET /api/v2/pokemon/	1604625696901	1604625697001	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	151	END	1604625696888	1604625697002
REQUEST	152		GET /api/v2/pokemon/	1604625697002	1604625697090	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	153	START	1604625697087	1604625697087
USER	Positive: Fetch 10 pokemon characters and validate the schema	152	END	1604625696987	1604625697091
USER	Positive: Fetch 10 pokemon characters and validate the schema	154	START	1604625697188	1604625697188
REQUEST	153		GET /api/v2/pokemon/	1604625697099	1604625697200	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	153	END	1604625697087	1604625697201
USER	Positive: Fetch 10 pokemon characters and validate the schema	155	START	1604625697288	1604625697288
REQUEST	154		GET /api/v2/pokemon/	1604625697201	1604625697300	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	154	END	1604625697188	1604625697300
USER	Positive: Fetch 10 pokemon characters and validate the schema	156	START	1604625697387	1604625697387
REQUEST	155		GET /api/v2/pokemon/	1604625697301	1604625697392	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	155	END	1604625697288	1604625697399
USER	Positive: Fetch 10 pokemon characters and validate the schema	157	START	1604625697487	1604625697487
REQUEST	156		GET /api/v2/pokemon/	1604625697404	1604625697497	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	156	END	1604625697387	1604625697498
USER	Positive: Fetch 10 pokemon characters and validate the schema	158	START	1604625697588	1604625697588
REQUEST	157		GET /api/v2/pokemon/	1604625697501	1604625697600	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	157	END	1604625697487	1604625697600
USER	Positive: Fetch 10 pokemon characters and validate the schema	159	START	1604625697687	1604625697687
REQUEST	158		GET /api/v2/pokemon/	1604625697602	1604625697697	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	158	END	1604625697588	1604625697702
USER	Positive: Fetch 10 pokemon characters and validate the schema	160	START	1604625697788	1604625697788
REQUEST	159		GET /api/v2/pokemon/	1604625697701	1604625697797	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	159	END	1604625697687	1604625697797
USER	Positive: Fetch 10 pokemon characters and validate the schema	161	START	1604625697886	1604625697886
REQUEST	160		GET /api/v2/pokemon/	1604625697798	1604625697899	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	160	END	1604625697788	1604625697900
USER	Positive: Fetch 10 pokemon characters and validate the schema	162	START	1604625697988	1604625697988
REQUEST	161		GET /api/v2/pokemon/	1604625697898	1604625697994	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	161	END	1604625697886	1604625697997
USER	Positive: Fetch 10 pokemon characters and validate the schema	163	START	1604625698088	1604625698088
REQUEST	162		GET /api/v2/pokemon/	1604625698003	1604625698100	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	162	END	1604625697988	1604625698103
USER	Positive: Fetch 10 pokemon characters and validate the schema	164	START	1604625698187	1604625698187
REQUEST	163		GET /api/v2/pokemon/	1604625698100	1604625698203	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	163	END	1604625698088	1604625698207
USER	Positive: Fetch 10 pokemon characters and validate the schema	165	START	1604625698288	1604625698288
REQUEST	164		GET /api/v2/pokemon/	1604625698210	1604625698304	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	164	END	1604625698187	1604625698305
USER	Positive: Fetch 10 pokemon characters and validate the schema	166	START	1604625698387	1604625698387
REQUEST	165		GET /api/v2/pokemon/	1604625698298	1604625698405	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	165	END	1604625698288	1604625698406
USER	Positive: Fetch 10 pokemon characters and validate the schema	167	START	1604625698489	1604625698489
REQUEST	166		GET /api/v2/pokemon/	1604625698401	1604625698501	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	166	END	1604625698387	1604625698502
USER	Positive: Fetch 10 pokemon characters and validate the schema	168	START	1604625698587	1604625698587
REQUEST	167		GET /api/v2/pokemon/	1604625698498	1604625698597	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	167	END	1604625698489	1604625698598
REQUEST	168		GET /api/v2/pokemon/	1604625698600	1604625698687	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	168	END	1604625698587	1604625698689
USER	Positive: Fetch 10 pokemon characters and validate the schema	169	START	1604625698688	1604625698688
USER	Positive: Fetch 10 pokemon characters and validate the schema	170	START	1604625698786	1604625698786
REQUEST	169		GET /api/v2/pokemon/	1604625698699	1604625698794	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	169	END	1604625698688	1604625698794
USER	Positive: Fetch 10 pokemon characters and validate the schema	171	START	1604625698886	1604625698886
REQUEST	170		GET /api/v2/pokemon/	1604625698799	1604625698909	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	170	END	1604625698786	1604625698909
USER	Positive: Fetch 10 pokemon characters and validate the schema	172	START	1604625698988	1604625698988
REQUEST	171		GET /api/v2/pokemon/	1604625698896	1604625698993	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	171	END	1604625698886	1604625698994
USER	Positive: Fetch 10 pokemon characters and validate the schema	173	START	1604625699088	1604625699088
REQUEST	172		GET /api/v2/pokemon/	1604625699007	1604625699111	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	172	END	1604625698988	1604625699112
USER	Positive: Fetch 10 pokemon characters and validate the schema	174	START	1604625699188	1604625699188
REQUEST	173		GET /api/v2/pokemon/	1604625699101	1604625699206	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	173	END	1604625699088	1604625699207
USER	Positive: Fetch 10 pokemon characters and validate the schema	175	START	1604625699289	1604625699289
REQUEST	174		GET /api/v2/pokemon/	1604625699200	1604625699298	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	174	END	1604625699188	1604625699298
REQUEST	175		GET /api/v2/pokemon/	1604625699301	1604625699388	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	176	START	1604625699387	1604625699387
USER	Positive: Fetch 10 pokemon characters and validate the schema	175	END	1604625699289	1604625699389
USER	Positive: Fetch 10 pokemon characters and validate the schema	177	START	1604625699488	1604625699488
REQUEST	176		GET /api/v2/pokemon/	1604625699397	1604625699490	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	176	END	1604625699387	1604625699491
USER	Positive: Fetch 10 pokemon characters and validate the schema	178	START	1604625699588	1604625699588
REQUEST	177		GET /api/v2/pokemon/	1604625699498	1604625699599	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	177	END	1604625699488	1604625699601
USER	Positive: Fetch 10 pokemon characters and validate the schema	179	START	1604625699686	1604625699686
REQUEST	178		GET /api/v2/pokemon/	1604625699600	1604625699697	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	178	END	1604625699588	1604625699697
USER	Positive: Fetch 10 pokemon characters and validate the schema	180	START	1604625699789	1604625699789
REQUEST	179		GET /api/v2/pokemon/	1604625699700	1604625699806	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	179	END	1604625699686	1604625699806
USER	Positive: Fetch 10 pokemon characters and validate the schema	181	START	1604625699887	1604625699887
REQUEST	180		GET /api/v2/pokemon/	1604625699801	1604625699905	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	180	END	1604625699789	1604625699905
USER	Positive: Fetch 10 pokemon characters and validate the schema	182	START	1604625699988	1604625699988
REQUEST	181		GET /api/v2/pokemon/	1604625699898	1604625700001	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	181	END	1604625699887	1604625700001
USER	Positive: Fetch 10 pokemon characters and validate the schema	183	START	1604625700088	1604625700088
REQUEST	182		GET /api/v2/pokemon/	1604625700000	1604625700107	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	182	END	1604625699988	1604625700108
USER	Positive: Fetch 10 pokemon characters and validate the schema	184	START	1604625700186	1604625700186
REQUEST	183		GET /api/v2/pokemon/	1604625700100	1604625700207	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	183	END	1604625700088	1604625700207
USER	Positive: Fetch 10 pokemon characters and validate the schema	185	START	1604625700287	1604625700287
REQUEST	184		GET /api/v2/pokemon/	1604625700197	1604625700297	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	184	END	1604625700186	1604625700297
USER	Positive: Fetch 10 pokemon characters and validate the schema	186	START	1604625700386	1604625700386
REQUEST	185		GET /api/v2/pokemon/	1604625700300	1604625700411	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	185	END	1604625700287	1604625700411
USER	Positive: Fetch 10 pokemon characters and validate the schema	187	START	1604625700488	1604625700488
REQUEST	186		GET /api/v2/pokemon/	1604625700394	1604625700495	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	186	END	1604625700386	1604625700496
USER	Positive: Fetch 10 pokemon characters and validate the schema	188	START	1604625700587	1604625700587
REQUEST	187		GET /api/v2/pokemon/	1604625700497	1604625700591	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	187	END	1604625700488	1604625700593
USER	Positive: Fetch 10 pokemon characters and validate the schema	189	START	1604625700688	1604625700688
REQUEST	188		GET /api/v2/pokemon/	1604625700598	1604625700708	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	188	END	1604625700587	1604625700711
USER	Positive: Fetch 10 pokemon characters and validate the schema	190	START	1604625700788	1604625700788
REQUEST	189		GET /api/v2/pokemon/	1604625700700	1604625700826	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	189	END	1604625700688	1604625700827
USER	Positive: Fetch 10 pokemon characters and validate the schema	191	START	1604625700889	1604625700889
REQUEST	190		GET /api/v2/pokemon/	1604625700801	1604625700901	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	190	END	1604625700788	1604625700903
USER	Positive: Fetch 10 pokemon characters and validate the schema	192	START	1604625700986	1604625700986
REQUEST	191		GET /api/v2/pokemon/	1604625700902	1604625700996	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	191	END	1604625700889	1604625700996
USER	Positive: Fetch 10 pokemon characters and validate the schema	193	START	1604625701086	1604625701086
REQUEST	192		GET /api/v2/pokemon/	1604625700998	1604625701097	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	192	END	1604625700986	1604625701098
USER	Positive: Fetch 10 pokemon characters and validate the schema	194	START	1604625701187	1604625701187
REQUEST	193		GET /api/v2/pokemon/	1604625701099	1604625701196	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	193	END	1604625701086	1604625701196
USER	Positive: Fetch 10 pokemon characters and validate the schema	195	START	1604625701288	1604625701288
REQUEST	194		GET /api/v2/pokemon/	1604625701200	1604625701303	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	194	END	1604625701187	1604625701304
USER	Positive: Fetch 10 pokemon characters and validate the schema	196	START	1604625701386	1604625701386
REQUEST	195		GET /api/v2/pokemon/	1604625701301	1604625701394	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	195	END	1604625701288	1604625701394
USER	Positive: Fetch 10 pokemon characters and validate the schema	197	START	1604625701489	1604625701489
REQUEST	196		GET /api/v2/pokemon/	1604625701398	1604625701508	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	196	END	1604625701386	1604625701509
USER	Positive: Fetch 10 pokemon characters and validate the schema	198	START	1604625701587	1604625701587
REQUEST	197		GET /api/v2/pokemon/	1604625701503	1604625701602	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	197	END	1604625701489	1604625701603
USER	Positive: Fetch 10 pokemon characters and validate the schema	199	START	1604625701687	1604625701687
REQUEST	198		GET /api/v2/pokemon/	1604625701599	1604625701697	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	198	END	1604625701587	1604625701698
USER	Positive: Fetch 10 pokemon characters and validate the schema	200	START	1604625701786	1604625701786
REQUEST	199		GET /api/v2/pokemon/	1604625701698	1604625701800	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	199	END	1604625701687	1604625701800
USER	Positive: Fetch 10 pokemon characters and validate the schema	201	START	1604625701886	1604625701886
REQUEST	200		GET /api/v2/pokemon/	1604625701801	1604625701892	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	200	END	1604625701786	1604625701892
USER	Positive: Fetch 10 pokemon characters and validate the schema	202	START	1604625701986	1604625701986
REQUEST	201		GET /api/v2/pokemon/	1604625701898	1604625701995	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	201	END	1604625701886	1604625701995
USER	Positive: Fetch 10 pokemon characters and validate the schema	203	START	1604625702086	1604625702086
REQUEST	202		GET /api/v2/pokemon/	1604625701999	1604625702127	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	202	END	1604625701986	1604625702128
USER	Positive: Fetch 10 pokemon characters and validate the schema	204	START	1604625702187	1604625702187
REQUEST	203		GET /api/v2/pokemon/	1604625702136	1604625702264	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	203	END	1604625702086	1604625702264
USER	Positive: Fetch 10 pokemon characters and validate the schema	205	START	1604625702288	1604625702288
REQUEST	204		GET /api/v2/pokemon/	1604625702201	1604625702299	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	204	END	1604625702187	1604625702301
USER	Positive: Fetch 10 pokemon characters and validate the schema	206	START	1604625702386	1604625702386
REQUEST	205		GET /api/v2/pokemon/	1604625702303	1604625702403	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	205	END	1604625702288	1604625702404
USER	Positive: Fetch 10 pokemon characters and validate the schema	207	START	1604625702487	1604625702487
REQUEST	206		GET /api/v2/pokemon/	1604625702397	1604625702497	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	206	END	1604625702386	1604625702497
USER	Positive: Fetch 10 pokemon characters and validate the schema	208	START	1604625702586	1604625702586
REQUEST	207		GET /api/v2/pokemon/	1604625702498	1604625702599	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	207	END	1604625702487	1604625702600
USER	Positive: Fetch 10 pokemon characters and validate the schema	209	START	1604625702687	1604625702687
REQUEST	208		GET /api/v2/pokemon/	1604625702596	1604625702697	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	208	END	1604625702586	1604625702697
USER	Positive: Fetch 10 pokemon characters and validate the schema	210	START	1604625702787	1604625702787
REQUEST	209		GET /api/v2/pokemon/	1604625702700	1604625702799	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	209	END	1604625702687	1604625702799
USER	Positive: Fetch 10 pokemon characters and validate the schema	211	START	1604625702887	1604625702887
REQUEST	210		GET /api/v2/pokemon/	1604625702797	1604625702895	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	210	END	1604625702787	1604625702895
USER	Positive: Fetch 10 pokemon characters and validate the schema	212	START	1604625702987	1604625702987
REQUEST	211		GET /api/v2/pokemon/	1604625702897	1604625702998	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	211	END	1604625702887	1604625703000
USER	Positive: Fetch 10 pokemon characters and validate the schema	213	START	1604625703088	1604625703088
REQUEST	212		GET /api/v2/pokemon/	1604625703002	1604625703091	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	212	END	1604625702987	1604625703092
USER	Positive: Fetch 10 pokemon characters and validate the schema	214	START	1604625703185	1604625703185
REQUEST	213		GET /api/v2/pokemon/	1604625703109	1604625703205	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	213	END	1604625703088	1604625703206
USER	Positive: Fetch 10 pokemon characters and validate the schema	215	START	1604625703286	1604625703286
REQUEST	214		GET /api/v2/pokemon/	1604625703198	1604625703290	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	214	END	1604625703185	1604625703290
USER	Positive: Fetch 10 pokemon characters and validate the schema	216	START	1604625703388	1604625703388
REQUEST	215		GET /api/v2/pokemon/	1604625703298	1604625703389	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	215	END	1604625703286	1604625703391
USER	Positive: Fetch 10 pokemon characters and validate the schema	217	START	1604625703486	1604625703486
REQUEST	216		GET /api/v2/pokemon/	1604625703399	1604625703498	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	216	END	1604625703388	1604625703500
USER	Positive: Fetch 10 pokemon characters and validate the schema	218	START	1604625703586	1604625703586
REQUEST	217		GET /api/v2/pokemon/	1604625703499	1604625703592	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	217	END	1604625703486	1604625703594
USER	Positive: Fetch 10 pokemon characters and validate the schema	219	START	1604625703686	1604625703686
REQUEST	218		GET /api/v2/pokemon/	1604625703609	1604625703702	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	218	END	1604625703586	1604625703703
USER	Positive: Fetch 10 pokemon characters and validate the schema	220	START	1604625703788	1604625703788
REQUEST	219		GET /api/v2/pokemon/	1604625703697	1604625703791	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	219	END	1604625703686	1604625703793
USER	Positive: Fetch 10 pokemon characters and validate the schema	221	START	1604625703887	1604625703887
REQUEST	220		GET /api/v2/pokemon/	1604625703799	1604625703896	OK	 
USER	Positive: Fetch 10 pokemon characters and validate the schema	220	END	1604625703788	1604625703896
